farmer_id,age,gender,location_state,education_level,marital_status,dependants,farm_type,farm_size_acres,years_of_experience,access_to_extension_services,access_to_irrigation,mobile_phone_access,financial_literacy_level,has_bank_account,previous_loan_history,previous_loan_amount,previous_loan_repaid,total_annual_income,other_income_sources,group_membership,gps_latitude,gps_longitude,credit_score,creditworthy
F0437,19,Male,Kano,Tertiary,Single,0,Livestock,2.3,5,FALSE,TRUE,TRUE,25,TRUE,TRUE,86192.31,TRUE,4010418,None,FALSE,8.7187,6.7726,41,Yes
F0438,29,Female,Enugu,Primary,Married,1,Crop,3,7,FALSE,TRUE,TRUE,46,FALSE,TRUE,15577.39,TRUE,4692249,None,FALSE,7.8049,3.7454,24,No
F0439,25,Male,Kaduna,Primary,Married,1,Crop,1.9,6,TRUE,TRUE,TRUE,86,TRUE,FALSE,0,FALSE,1875762,Trading,TRUE,7.6922,7.2966,35,Yes
F0440,35,Male,Kano,Primary,Single,0,Crop,1.7,8,TRUE,TRUE,TRUE,82,TRUE,TRUE,0,FALSE,3410361,None,TRUE,8.0423,3.9079,34,Yes
F0441,30,Male,Oyo,Secondary,Married,2,Mixed,1.3,3,TRUE,TRUE,FALSE,72,TRUE,TRUE,51793.33,TRUE,4084839,None,TRUE,7.1067,6.2797,51,Yes
F0442,29,Female,Kano,Primary,Married,3,Crop,2.6,1,TRUE,FALSE,TRUE,54,FALSE,FALSE,0,FALSE,1394910,Trading,FALSE,8.8659,5.4627,8,No
F0443,30,Male,Oyo,Primary,Married,2,Livestock,1.9,8,TRUE,TRUE,FALSE,92,TRUE,FALSE,0,FALSE,2914236,None,TRUE,8.1539,3.7294,27,No
F0444,21,Male,Kaduna,Secondary,Married,5,Crop,4.5,2,FALSE,TRUE,TRUE,81,TRUE,TRUE,13775.51,TRUE,4496274,Trading,TRUE,8.2376,7.6637,49,Yes
F0445,29,Male,Kano,Secondary,Single,3,Crop,1.5,7,TRUE,FALSE,TRUE,43,FALSE,FALSE,0,FALSE,1938285,None,FALSE,8.2947,7.571,19,No
F0446,28,Female,Kano,Secondary,Married,1,Livestock,5,1,FALSE,TRUE,TRUE,56,TRUE,TRUE,65214.35,TRUE,4391550,None,TRUE,7.0044,7.5776,46,Yes
F0447,24,Male,Kano,Secondary,Married,3,Crop,4.6,2,TRUE,TRUE,TRUE,62,FALSE,FALSE,0,FALSE,2679831,Trading,TRUE,6.4536,5.1686,35,No
F0448,29,Male,Benue,Secondary,Married,1,Livestock,3.1,9,TRUE,TRUE,TRUE,67,TRUE,TRUE,13458.98,TRUE,3229578,None,TRUE,9.9114,5.5378,59,Yes
F0449,31,Male,Kaduna,Secondary,Married,3,Crop,1.1,4,FALSE,FALSE,FALSE,72,TRUE,TRUE,89160.69,TRUE,4387995,None,TRUE,9.0994,6.6991,42,Yes
F0450,28,Male,Benue,Secondary,Single,0,Crop,4.9,7,FALSE,TRUE,TRUE,13,FALSE,TRUE,65521.1,TRUE,3878991,Trading,FALSE,6.9192,3.1895,31,Yes
F0451,35,Male,Benue,Primary,Married,1,Crop,4.3,5,TRUE,TRUE,TRUE,70,TRUE,TRUE,55691.54,TRUE,4250187,Trading,FALSE,9.215,5.26,41,Yes
F0452,28,Male,Enugu,Secondary,Married,1,Livestock,3.3,3,TRUE,TRUE,TRUE,56,TRUE,FALSE,0,FALSE,3836223,None,FALSE,9.5672,4.5777,36,Yes
F0453,22,Male,Kano,None,Single,0,Livestock,3.4,1,TRUE,FALSE,TRUE,25,FALSE,TRUE,0,FALSE,2961738,None,TRUE,9.6944,6.7054,17,No
F0454,24,Male,Oyo,Primary,Married,1,Mixed,2.7,8,TRUE,TRUE,TRUE,40,TRUE,FALSE,0,FALSE,2407833,None,TRUE,9.5589,5.1868,28,No
F0455,23,Female,Benue,Secondary,Single,0,Crop,2.4,1,TRUE,FALSE,FALSE,53,FALSE,TRUE,50728.03,TRUE,3397023,None,TRUE,6.2773,4.2878,34,Yes
F0456,34,Female,Benue,Secondary,Married,1,Livestock,3.1,8,TRUE,FALSE,TRUE,31,FALSE,TRUE,0,FALSE,2014398,None,TRUE,9.7432,5.2896,27,No
F0457,35,Female,Benue,Primary,Married,1,Mixed,2.5,4,TRUE,TRUE,TRUE,49,TRUE,TRUE,41054.58,TRUE,4001679,None,FALSE,6.1968,5.2057,34,Yes
F0458,23,Female,Kano,Secondary,Single,0,Crop,4.2,2,TRUE,FALSE,FALSE,71,TRUE,TRUE,19340.37,TRUE,4049550,None,FALSE,7.7266,4.6611,45,Yes
F0459,22,Male,Kaduna,Tertiary,Single,0,Livestock,2,5,TRUE,FALSE,TRUE,43,TRUE,TRUE,85753.52,TRUE,6003765,None,TRUE,9.5544,5.8023,53,Yes
F0460,23,Male,Enugu,Secondary,Married,2,Crop,3.7,8,TRUE,FALSE,TRUE,68,TRUE,TRUE,92869.07,TRUE,3251691,None,FALSE,8.188,4.2831,44,Yes
F0461,18,Female,Oyo,Secondary,Single,0,Mixed,3.5,1,FALSE,TRUE,FALSE,47,FALSE,TRUE,17535.17,TRUE,4369059,Trading,TRUE,9.5248,4.521,35,Yes
F0462,20,Male,Benue,Secondary,Single,0,Livestock,4.6,6,TRUE,TRUE,FALSE,72,TRUE,TRUE,47336.32,TRUE,4637043,None,TRUE,6.6344,6.2084,52,Yes
F0463,31,Male,Benue,Primary,Married,5,Crop,1.1,3,FALSE,TRUE,TRUE,90,TRUE,TRUE,19898.13,TRUE,5486076,None,FALSE,6.772,7.0098,36,Yes
F0464,29,Female,Enugu,Secondary,Married,3,Livestock,1.2,8,FALSE,TRUE,FALSE,45,TRUE,TRUE,61501.91,TRUE,3175497,Trading,TRUE,9.7105,4.0575,35,Yes
F0465,32,Male,Benue,Secondary,Married,2,Livestock,3.7,6,TRUE,TRUE,TRUE,47,FALSE,TRUE,60445.79,TRUE,3911472,Trading,FALSE,6.2798,5.0955,39,Yes
F0466,31,Female,Kano,Secondary,Married,1,Mixed,3.7,5,TRUE,TRUE,TRUE,51,FALSE,TRUE,20047.3,TRUE,4725774,None,TRUE,6.8933,6.2109,48,Yes
F0467,32,Female,Oyo,Secondary,Single,0,Crop,4.3,2,TRUE,TRUE,FALSE,58,FALSE,FALSE,0,FALSE,3507759,Trading,FALSE,8.8406,6.8084,20,No
F0468,32,Female,Kaduna,Tertiary,Married,2,Crop,2.7,5,TRUE,TRUE,TRUE,45,FALSE,TRUE,50442.93,TRUE,3167658,None,TRUE,6.6359,3.2367,45,Yes
F0469,24,Female,Enugu,Secondary,Single,0,Crop,2.2,7,TRUE,TRUE,TRUE,45,TRUE,TRUE,79725.12,TRUE,3750174,None,TRUE,8.6941,5.1185,52,Yes
F0470,20,Female,Kano,Secondary,Single,0,Crop,3.2,6,TRUE,TRUE,TRUE,51,TRUE,TRUE,53939.74,TRUE,3769047,None,FALSE,9.0544,3.67,48,Yes
F0471,29,Female,Kaduna,None,Married,2,Mixed,4.8,8,FALSE,TRUE,FALSE,67,TRUE,TRUE,11244,TRUE,4029732,None,TRUE,8.1004,5.7672,30,Yes
F0472,23,Male,Kaduna,Primary,Single,0,Mixed,1.6,5,FALSE,TRUE,TRUE,42,FALSE,TRUE,0,FALSE,3075507,None,TRUE,8.3305,4.5846,20,No
F0473,22,Female,Benue,Secondary,Single,0,Livestock,2.9,9,TRUE,TRUE,TRUE,46,FALSE,TRUE,31046.35,TRUE,3559779,None,TRUE,8.4333,4.8107,45,Yes
F0474,26,Female,Kano,Secondary,Married,2,Mixed,4.4,1,TRUE,FALSE,TRUE,91,TRUE,TRUE,90161.07,TRUE,3536577,Trading,FALSE,7.394,7.165,47,Yes
F0475,32,Male,Kaduna,Primary,Married,1,Crop,3.5,9,TRUE,FALSE,TRUE,62,FALSE,TRUE,0,FALSE,2759958,None,TRUE,7.3407,4.6798,19,No
F0476,21,Male,Kaduna,Secondary,Married,3,Crop,4,9,TRUE,FALSE,TRUE,50,TRUE,TRUE,29182.34,TRUE,3586437,Trading,FALSE,6.0801,5.7323,35,Yes
F0477,19,Female,Kaduna,Primary,Married,1,Crop,2.1,7,FALSE,TRUE,TRUE,52,TRUE,TRUE,10304.1,TRUE,4436136,Trading,FALSE,7.5802,5.8211,33,Yes
F0478,29,Female,Kaduna,Primary,Married,1,Crop,3.5,9,TRUE,FALSE,TRUE,98,TRUE,TRUE,22274.69,TRUE,4342626,None,FALSE,6.0424,7.3083,34,Yes
F0479,32,Female,Kaduna,,Married,1,,2.7,2,FALSE,TRUE,FALSE,45,FALSE,TRUE,,TRUE,0,None,FALSE,9.7673,6.2778,36,No
F0480,27,Female,Benue,Primary,Married,4,Crop,2.5,9,TRUE,FALSE,TRUE,57,TRUE,TRUE,23760,TRUE,5267061,Trading,TRUE,9.7291,4.2529,33,Yes
F0481,25,Female,Oyo,Primary,Married,1,Crop,1.2,6,TRUE,TRUE,TRUE,60,FALSE,TRUE,71777.79,TRUE,5400540,None,FALSE,9.7402,5.826,31,Yes
F0482,20,Female,Kano,Secondary,Single,0,Livestock,2.8,1,TRUE,FALSE,FALSE,57,FALSE,TRUE,90886.65,TRUE,3154257,None,FALSE,8.3217,6.4673,29,No
F0483,18,Female,Enugu,Tertiary,Single,0,Mixed,1.1,4,FALSE,FALSE,TRUE,64,TRUE,TRUE,91825.93,TRUE,4497084,Trading,FALSE,9.8838,4.831,41,Yes
F0484,29,Male,Enugu,Secondary,Single,0,Livestock,1.3,4,TRUE,TRUE,TRUE,33,FALSE,FALSE,0,FALSE,2354589,Trading,TRUE,8.4563,6.6132,35,No
F0485,26,Male,Kaduna,Tertiary,Married,4,Livestock,3.5,8,TRUE,TRUE,TRUE,74,TRUE,TRUE,48345.07,TRUE,4486518,Trading,TRUE,6.2923,5.9467,61,Yes
F0486,28,Male,Kaduna,Tertiary,Married,0,Crop,3.6,1,TRUE,TRUE,TRUE,50,FALSE,TRUE,51743.95,TRUE,3139587,Trading,TRUE,9.9589,4.8197,44,Yes
F0487,32,Male,Benue,Primary,Married,3,Livestock,2.8,2,TRUE,TRUE,TRUE,63,FALSE,TRUE,0,FALSE,3656043,None,FALSE,7.6632,4.5,33,No
F0488,19,Female,Enugu,None,Single,0,Crop,2.2,3,FALSE,TRUE,TRUE,62,FALSE,TRUE,0,FALSE,3487302,Remittances,FALSE,9.68,7.5386,14,No
F0489,31,Male,Kano,Secondary,Married,0,Crop,3.6,8,TRUE,TRUE,TRUE,67,TRUE,TRUE,81516.41,TRUE,4579911,Trading,FALSE,7.593,4.0319,45,Yes
F0490,34,Female,Benue,Secondary,Married,3,Livestock,3.4,9,TRUE,FALSE,TRUE,58,TRUE,TRUE,21431.87,TRUE,3326400,None,FALSE,8.6269,5.3117,38,Yes
F0491,30,Male,Oyo,None,Single,3,Livestock,3.3,8,FALSE,FALSE,FALSE,67,TRUE,TRUE,98241.33,TRUE,3857877,None,TRUE,7.8485,5.1417,30,Yes
F0492,33,Female,Kano,Secondary,Married,1,Livestock,4.5,6,TRUE,TRUE,TRUE,63,FALSE,TRUE,97985.38,TRUE,4468338,Trading,TRUE,6.1042,5.8269,49,Yes
F0493,29,Male,Oyo,Secondary,Single,4,Crop,4.1,7,TRUE,FALSE,TRUE,89,TRUE,TRUE,0,FALSE,2690307,Remittances,FALSE,7.4428,5.4095,34,No
F0494,33,Female,Kaduna,Primary,Married,3,Livestock,1.2,3,TRUE,TRUE,TRUE,61,FALSE,TRUE,57428.76,TRUE,4366746,None,FALSE,7.2087,4.3876,36,Yes
F0495,26,Female,Oyo,,Married,4,,4.1,2,TRUE,TRUE,TRUE,45,TRUE,TRUE,,FALSE,0,Trading,TRUE,8.1945,3.0597,27,No
F0496,35,Male,Kaduna,Secondary,Married,2,Mixed,1.4,8,TRUE,FALSE,TRUE,64,TRUE,TRUE,86935.07,TRUE,5137056,None,FALSE,6.0789,6.7891,50,Yes
F0497,34,Male,Benue,Secondary,Married,0,Livestock,4.1,8,TRUE,TRUE,TRUE,33,FALSE,TRUE,61387.99,TRUE,4472982,None,FALSE,9.7967,4.7434,38,Yes
F0498,26,Female,Oyo,Primary,Single,0,Crop,1.2,9,TRUE,FALSE,TRUE,60,FALSE,TRUE,96646.32,TRUE,5916231,None,FALSE,8.6187,5.2711,28,Yes
F0499,31,Male,Benue,Primary,Married,3,Livestock,3.2,4,TRUE,FALSE,TRUE,55,FALSE,TRUE,0,FALSE,2807325,Trading,FALSE,8.5906,7.5841,14,No
F0500,27,Male,Kaduna,Secondary,Married,1,Crop,3.9,9,TRUE,TRUE,TRUE,49,FALSE,TRUE,96339.15,TRUE,3917844,Trading,TRUE,6.7993,7.0551,43,Yes
F0501,27,Male,Oyo,Primary,Single,0,Crop,1.4,9,TRUE,FALSE,TRUE,57,TRUE,TRUE,0,FALSE,2234808,Trading,FALSE,7.4912,6.3984,14,No
F0502,22,Female,Oyo,Secondary,Single,0,Mixed,3.3,5,TRUE,TRUE,TRUE,70,TRUE,FALSE,0,FALSE,2599659,None,TRUE,8.7549,7.4594,39,Yes
F0503,29,Female,Kano,Secondary,Married,0,Crop,3.4,1,TRUE,TRUE,TRUE,84,TRUE,FALSE,0,FALSE,2073177,None,TRUE,7.6028,3.6938,38,Yes
F0504,27,Female,Kaduna,Primary,Single,0,Livestock,1.3,2,FALSE,FALSE,TRUE,52,FALSE,TRUE,39319.13,TRUE,4333689,None,FALSE,8.1396,5.2967,14,No
F0505,31,Male,Kano,Primary,Single,2,Crop,3.2,8,FALSE,FALSE,TRUE,65,TRUE,FALSE,0,FALSE,1285929,None,TRUE,8.1207,4.9073,25,No
F0506,34,Female,Enugu,,Single,2,,2,2,FALSE,FALSE,TRUE,62,TRUE,TRUE,,FALSE,0,None,TRUE,6.1074,5.2216,26,No
F0507,22,Male,Kaduna,Secondary,Single,0,Mixed,2.3,4,FALSE,TRUE,TRUE,52,TRUE,TRUE,12825.97,TRUE,5649570,None,TRUE,7.0089,7.388,40,Yes
F0508,23,Female,Enugu,Secondary,Single,0,Crop,4.7,5,FALSE,TRUE,TRUE,59,TRUE,TRUE,38759.42,TRUE,3925494,None,FALSE,9.0395,5.4221,37,Yes
F0509,22,Female,Kaduna,Secondary,Single,0,Crop,2.5,6,FALSE,TRUE,FALSE,66,TRUE,TRUE,0,FALSE,3025899,None,FALSE,7.1724,4.6142,25,No
F0510,34,Male,Kano,None,Single,0,Livestock,2.2,7,TRUE,FALSE,TRUE,26,FALSE,TRUE,64766.11,TRUE,3863025,None,FALSE,8.2867,7.6889,24,Yes
F0511,19,Male,Oyo,,Single,0,,2.5,1,FALSE,FALSE,TRUE,43,FALSE,FALSE,,FALSE,0,None,FALSE,9.9493,6.9601,17,No
F0512,23,Male,Oyo,Tertiary,Married,3,Livestock,3.8,6,TRUE,TRUE,TRUE,55,TRUE,FALSE,0,FALSE,2549223,None,FALSE,7.6713,6.7516,26,No
F0513,28,Female,Benue,Tertiary,Married,3,Mixed,4.2,9,FALSE,FALSE,FALSE,78,TRUE,TRUE,78563.18,TRUE,5723451,None,FALSE,7.738,3.1223,32,Yes
F0514,19,Male,Enugu,Primary,Single,0,Crop,1.4,6,TRUE,TRUE,TRUE,63,TRUE,TRUE,65863.98,TRUE,4440654,Trading,TRUE,8.2107,6.2107,48,Yes
F0515,35,Male,Kano,Primary,Married,2,Livestock,4.8,8,TRUE,TRUE,TRUE,62,TRUE,TRUE,49514.77,TRUE,3828024,None,TRUE,8.1115,5.9713,43,Yes
F0516,25,Female,Enugu,Secondary,Married,0,Crop,1.6,4,TRUE,TRUE,TRUE,72,TRUE,TRUE,52023,TRUE,3613554,None,TRUE,9.7163,4.2473,54,Yes
F0517,25,Female,Kaduna,Tertiary,Married,2,Crop,4.6,2,TRUE,FALSE,TRUE,44,FALSE,TRUE,97655.52,TRUE,5166855,None,TRUE,8.7433,4.5308,38,Yes
F0518,20,Female,Enugu,Primary,Single,0,Livestock,3.8,6,FALSE,TRUE,TRUE,19,FALSE,TRUE,93413.47,TRUE,3578265,Trading,TRUE,7.574,3.2813,33,Yes
F0519,30,Male,Enugu,Secondary,Married,7,Mixed,3.2,5,FALSE,FALSE,FALSE,60,TRUE,TRUE,99758.86,TRUE,4922136,None,FALSE,7.8029,5.8191,34,Yes
F0520,26,Female,Kano,Primary,Married,0,Crop,1.5,9,FALSE,FALSE,TRUE,19,FALSE,TRUE,0,FALSE,1890837,Remittances,FALSE,9.6034,6.8743,4,No
F0521,32,Female,Kano,Primary,Single,1,Crop,1.9,9,TRUE,FALSE,TRUE,47,FALSE,TRUE,90200.5,TRUE,3969675,None,TRUE,8.4108,3.617,28,Yes
F0522,30,Male,Enugu,Secondary,Married,3,Crop,2.9,3,FALSE,TRUE,TRUE,63,FALSE,TRUE,0,FALSE,3966552,None,FALSE,7.1658,3.8239,32,No
F0523,22,Female,Benue,Tertiary,Single,0,Crop,4.4,6,TRUE,FALSE,TRUE,66,FALSE,FALSE,0,FALSE,2407545,Remittances,FALSE,6.3498,3.1012,26,No
F0524,24,Female,Oyo,Secondary,Single,0,Mixed,3.3,8,FALSE,FALSE,TRUE,48,FALSE,TRUE,61013.72,TRUE,5154183,Remittances,TRUE,8.9698,3.4137,39,Yes
F0525,23,Female,Kano,Secondary,Single,0,Mixed,4.9,4,FALSE,TRUE,FALSE,46,FALSE,TRUE,76239.49,TRUE,5390721,Trading,TRUE,9.6138,3.4864,39,Yes
F0526,24,Male,Kaduna,Primary,Single,0,Livestock,3.4,6,TRUE,FALSE,TRUE,62,FALSE,TRUE,81693.18,TRUE,3553326,Trading,FALSE,7.252,5.5277,25,Yes
F0527,25,Female,Kano,,Married,3,,1.8,4,FALSE,FALSE,TRUE,82,TRUE,TRUE,,TRUE,0,None,FALSE,6.4081,6.0058,27,No
F0528,28,Male,Benue,Primary,Married,3,Crop,4.9,7,TRUE,TRUE,TRUE,29,FALSE,TRUE,0,FALSE,1869993,None,FALSE,8.0264,7.4523,12,No
F0529,34,Female,Benue,Tertiary,Married,2,Crop,4,2,TRUE,FALSE,TRUE,56,TRUE,TRUE,26154.52,TRUE,4568742,None,TRUE,7.5139,7.7256,45,Yes
F0530,19,Male,Enugu,Primary,Single,0,Crop,2.8,5,TRUE,FALSE,TRUE,68,TRUE,TRUE,13669.59,TRUE,4624605,Trading,TRUE,6.0704,4.2569,43,Yes
F0531,21,Male,Enugu,Primary,Married,1,Crop,3.8,6,TRUE,TRUE,FALSE,42,TRUE,TRUE,90634.1,TRUE,4900374,None,TRUE,7.9849,7.5014,35,Yes
F0532,22,Female,Kaduna,Primary,Single,0,Mixed,4.1,9,FALSE,FALSE,TRUE,50,FALSE,TRUE,46944.72,TRUE,5811633,None,FALSE,6.9857,3.3198,25,No
F0533,30,Male,Enugu,Secondary,Married,1,Livestock,3.8,6,TRUE,TRUE,TRUE,47,FALSE,FALSE,0,FALSE,4280400,None,FALSE,6.3728,7.689,26,No
F0534,19,Male,Benue,Tertiary,Single,0,Livestock,1.6,1,FALSE,FALSE,TRUE,62,FALSE,TRUE,0,FALSE,1985400,None,FALSE,8.3524,4.9038,25,No
F0535,24,Female,Enugu,Tertiary,Single,0,Crop,4.3,4,FALSE,FALSE,FALSE,59,TRUE,TRUE,53612.93,TRUE,5017725,Remittances,TRUE,8.8981,4.5049,38,Yes
F0536,25,Male,Enugu,None,Married,6,Crop,2.3,1,FALSE,FALSE,TRUE,45,FALSE,TRUE,26103.57,TRUE,3425139,None,TRUE,7.8838,7.0041,22,Yes
F0537,29,Male,Benue,Tertiary,Married,0,Livestock,3,3,FALSE,TRUE,TRUE,44,FALSE,TRUE,31685.68,TRUE,3845286,None,TRUE,6.1492,4.6029,40,Yes
F0538,31,Male,Oyo,Primary,Single,3,Mixed,1.4,9,TRUE,TRUE,TRUE,86,FALSE,TRUE,69541.91,TRUE,5520420,Trading,TRUE,8.4531,7.0687,41,Yes
F0539,22,Female,Kaduna,Secondary,Single,0,Livestock,1.5,9,FALSE,FALSE,TRUE,38,FALSE,TRUE,16715.19,TRUE,4726197,None,TRUE,8.0448,3.966,35,Yes
F0540,35,Female,Oyo,Tertiary,Married,3,Livestock,5,2,FALSE,FALSE,FALSE,47,TRUE,TRUE,24767.5,TRUE,4347891,None,TRUE,7.2095,6.6219,35,Yes
F0541,19,Male,Benue,Primary,Single,0,Crop,4.4,1,FALSE,FALSE,FALSE,46,TRUE,TRUE,0,FALSE,2712735,None,FALSE,6.2111,3.9014,4,No
F0542,20,Male,Enugu,Secondary,Married,2,Livestock,3.4,7,FALSE,TRUE,TRUE,68,FALSE,TRUE,62028.54,TRUE,3888702,None,TRUE,6.8553,5.859,47,Yes
F0543,31,Female,Kaduna,Primary,Married,4,Crop,3.9,4,TRUE,TRUE,TRUE,83,TRUE,FALSE,0,FALSE,1878903,None,TRUE,7.5825,5.5739,29,No
F0544,27,Male,Kaduna,Tertiary,Married,0,Livestock,4.4,4,TRUE,TRUE,TRUE,72,TRUE,TRUE,12743.49,TRUE,5456394,None,TRUE,9.7641,7.3568,64,Yes
F0545,31,Female,Oyo,None,Married,3,Livestock,3.5,2,FALSE,FALSE,TRUE,72,TRUE,TRUE,62864.52,TRUE,3960315,None,FALSE,8.9954,6.0719,31,Yes
F0546,18,Female,Oyo,Secondary,Married,5,Mixed,3.9,4,TRUE,TRUE,TRUE,64,TRUE,TRUE,61948.2,TRUE,4170060,None,TRUE,8.8701,4.5827,53,Yes
F0547,18,Male,Kaduna,Secondary,Single,0,Crop,1.6,5,TRUE,FALSE,TRUE,53,FALSE,TRUE,43645.61,TRUE,6368355,None,FALSE,6.7822,6.6501,36,Yes
F0548,21,Female,Oyo,Tertiary,Married,3,Crop,2.8,6,TRUE,TRUE,TRUE,64,TRUE,TRUE,92909.36,TRUE,5199957,None,FALSE,7.9064,6.9976,44,Yes
F0549,30,Male,Kano,Secondary,Married,2,Crop,4.2,2,TRUE,FALSE,TRUE,67,TRUE,TRUE,0,FALSE,900000,None,FALSE,7.7511,3.0156,30,No
F0550,28,Female,Kano,Tertiary,Single,0,Livestock,2.7,3,TRUE,TRUE,FALSE,35,FALSE,FALSE,0,FALSE,1034433,None,TRUE,9.0174,4.6157,28,No
F0551,19,Male,Oyo,Secondary,Married,1,Livestock,4.6,4,FALSE,TRUE,TRUE,81,TRUE,TRUE,73322.66,TRUE,4035753,None,TRUE,7.1652,6.0077,50,Yes
F0552,33,Male,Enugu,Primary,Single,1,Crop,3.4,7,TRUE,TRUE,TRUE,75,FALSE,TRUE,91193.88,TRUE,4638555,None,FALSE,9.3124,6.9577,37,Yes
F0553,22,Female,Kaduna,Secondary,Married,3,Livestock,2.6,6,TRUE,FALSE,FALSE,44,FALSE,TRUE,28579.84,TRUE,5048739,None,TRUE,6.4828,5.555,36,Yes
F0554,32,Female,Oyo,None,Married,4,Mixed,3.9,9,TRUE,TRUE,TRUE,67,TRUE,TRUE,37891.2,TRUE,3639825,Trading,TRUE,9.6125,3.354,42,Yes
F0555,18,Male,Enugu,,Married,2,,4.8,2,TRUE,FALSE,TRUE,42,FALSE,TRUE,,TRUE,0,None,TRUE,7.5467,7.4011,41,Yes
F0556,24,Male,Oyo,Tertiary,Married,1,Crop,2.1,2,TRUE,FALSE,TRUE,72,FALSE,TRUE,48935.34,TRUE,4573044,None,TRUE,8.0164,7.0623,47,Yes
F0557,27,Male,Benue,Secondary,Married,2,Mixed,3.5,1,FALSE,FALSE,TRUE,68,FALSE,TRUE,42585.03,TRUE,3058128,Remittances,FALSE,7.1422,3.7853,35,Yes
F0558,24,Male,Benue,Secondary,Married,3,Crop,4.6,2,FALSE,FALSE,TRUE,44,FALSE,TRUE,65842.12,TRUE,4789584,Trading,FALSE,7.8732,7.4875,36,Yes
F0559,26,Female,Enugu,Tertiary,Married,1,Crop,2.5,2,FALSE,FALSE,TRUE,66,TRUE,TRUE,13213.99,TRUE,3610071,None,TRUE,6.7457,3.601,43,Yes
F0560,24,Female,Kano,Tertiary,Single,0,Livestock,3.1,1,FALSE,TRUE,TRUE,70,TRUE,TRUE,0,FALSE,2143737,Remittances,FALSE,9.0647,6.6997,35,No
F0561,20,Female,Enugu,Secondary,Single,0,Mixed,1.7,9,TRUE,FALSE,TRUE,72,TRUE,TRUE,69054.56,TRUE,4335552,Trading,TRUE,9.8166,7.2537,55,Yes
F0562,34,Male,Kaduna,Primary,Single,2,Crop,3.2,5,TRUE,FALSE,TRUE,74,TRUE,TRUE,96197.02,TRUE,4205574,None,TRUE,8.2479,5.6891,34,Yes
F0563,27,Female,Oyo,None,Married,2,Mixed,4.2,1,FALSE,FALSE,TRUE,61,FALSE,TRUE,70371.75,TRUE,5691555,None,FALSE,9.4811,4.9359,27,No
F0564,35,Male,Kano,,Married,4,,3.6,8,TRUE,TRUE,TRUE,54,TRUE,TRUE,,FALSE,0,Trading,TRUE,6.9578,5.7147,39,Yes
F0565,30,Male,Kaduna,Secondary,Married,0,Mixed,3.1,2,TRUE,TRUE,TRUE,70,TRUE,TRUE,12799.77,TRUE,3835359,None,TRUE,7.8776,7.6647,56,Yes
F0566,33,Female,Oyo,Secondary,Single,1,Crop,3.3,9,FALSE,FALSE,FALSE,76,TRUE,TRUE,41859.6,TRUE,4778874,None,FALSE,7.2863,5.8512,34,Yes
F0567,27,Male,Benue,Primary,Married,2,Livestock,4.2,1,TRUE,FALSE,TRUE,39,FALSE,FALSE,0,FALSE,4149306,None,TRUE,8.1273,7.0061,18,No
F0568,30,Male,Benue,,Married,1,,1.3,3,TRUE,TRUE,TRUE,51,TRUE,TRUE,,TRUE,0,None,TRUE,7.4427,5.7772,47,Yes
F0569,23,Female,Kaduna,Primary,Married,2,Crop,4.2,3,TRUE,TRUE,TRUE,78,TRUE,TRUE,82739.15,TRUE,4803435,Trading,TRUE,8.4647,4.2173,44,Yes
F0570,22,Female,Oyo,Tertiary,Married,3,Mixed,1.4,6,FALSE,TRUE,TRUE,79,TRUE,TRUE,0,FALSE,2815461,None,TRUE,6.5892,5.5288,38,Yes
F0571,32,Female,Kaduna,Secondary,Married,3,Livestock,3.5,3,FALSE,FALSE,TRUE,65,TRUE,TRUE,0,FALSE,2601171,Trading,FALSE,9.3299,4.3542,31,No
F0572,35,Male,Enugu,Secondary,Married,3,Crop,3.7,7,TRUE,TRUE,TRUE,57,TRUE,TRUE,46827.04,TRUE,5993478,Remittances,TRUE,6.7888,3.942,49,Yes
F0573,19,Male,Enugu,Secondary,Single,0,Livestock,3.9,1,TRUE,FALSE,FALSE,85,TRUE,TRUE,43961.36,TRUE,4571280,Trading,FALSE,7.7998,3.6117,37,Yes
F0574,35,Female,Benue,Primary,Married,0,Crop,2,7,TRUE,FALSE,FALSE,53,TRUE,TRUE,63674.18,TRUE,5206311,Remittances,TRUE,8.2732,6.9906,28,Yes
F0575,30,Male,Benue,Secondary,Married,1,Livestock,4.8,1,TRUE,TRUE,TRUE,46,FALSE,TRUE,46024.93,TRUE,5190867,Trading,TRUE,8.7945,5.4576,48,Yes
F0576,19,Female,Oyo,Tertiary,Single,0,Crop,1.9,2,TRUE,FALSE,TRUE,61,TRUE,TRUE,68724.94,TRUE,3881925,Trading,FALSE,8.5526,3.324,45,Yes
F0577,32,Male,Kano,Tertiary,Married,2,Livestock,4,6,TRUE,TRUE,TRUE,45,TRUE,TRUE,39173.9,TRUE,4302135,None,FALSE,6.9287,6.5935,43,Yes
F0578,22,Female,Kano,Secondary,Married,4,Mixed,4.3,1,TRUE,TRUE,TRUE,52,FALSE,TRUE,48923.2,TRUE,4215060,Trading,FALSE,7.1815,3.2585,38,Yes
F0579,19,Female,Kaduna,Tertiary,Single,0,Livestock,3,7,FALSE,TRUE,TRUE,63,FALSE,TRUE,10319.41,TRUE,4658085,Trading,TRUE,8.0166,7.0212,47,Yes
