farmer_id,age,gender,location_state,education_level,marital_status,dependants,farm_type,farm_size_acres,years_of_experience,access_to_extension_services,access_to_irrigation,mobile_phone_access,financial_literacy_level,has_bank_account,previous_loan_history,previous_loan_amount,previous_loan_repaid,total_annual_income,other_income_sources,group_membership,gps_latitude,gps_longitude,credit_score,creditworthy
F0496,35,Male,Kaduna,Secondary,Married,2,Mixed,1.4,8,True,False,True,64,True,True,86935.07,True,5137056,Trading,False,6.0789,6.7891,50,Yes
F0497,34,Male,Benue,Secondary,Married,0,Livestock,4.1,8,True,True,True,33,False,True,61387.99,True,4472982,Trading,False,9.7967,4.7434,38,Yes
F0498,26,Female,Oyo,Primary,Single,0,Crop,1.2,9,True,False,True,60,False,True,96646.32,True,5916231,Trading,False,8.6187,5.2711,28,Yes
F0499,31,Male,Benue,Primary,Married,3,Livestock,3.2,4,True,False,True,55,False,True,0.0,False,2807325,Trading,False,8.5906,7.5841,14,No
F0500,27,Male,Kaduna,Secondary,Married,1,Crop,3.9,9,True,True,True,49,False,True,96339.15,True,3917844,Trading,True,6.7993,7.0551,43,Yes
F0501,27,Male,Oyo,Primary,Single,0,Crop,1.4,9,True,False,True,57,True,True,0.0,False,2234808,Trading,False,7.4912,6.3984,14,No
F0502,22,Female,Oyo,Secondary,Single,0,Mixed,3.3,5,True,True,True,70,True,False,0.0,False,2599659,Trading,True,8.7549,7.4594,39,Yes
F0503,29,Female,Kano,Secondary,Married,0,Crop,3.4,1,True,True,True,84,True,False,0.0,False,2073177,Trading,True,7.6028,3.6938,38,Yes
F0504,27,Female,Kaduna,Primary,Single,0,Livestock,1.3,2,False,False,True,52,False,True,39319.13,True,4333689,Trading,False,8.1396,5.2967,14,No
F0505,31,Male,Kano,Primary,Single,2,Crop,3.2,8,False,False,True,65,True,False,0.0,False,1285929,Trading,True,8.1207,4.9073,25,No
F0506,34,Female,Enugu,Secondary,Single,2,Crop,2.0,2,False,False,True,62,True,True,46150.42,False,0,Trading,True,6.1074,5.2216,26,No
F0507,22,Male,Kaduna,Secondary,Single,0,Mixed,2.3,4,False,True,True,52,True,True,12825.97,True,5649570,Trading,True,7.0089,7.388,40,Yes
F0508,23,Female,Enugu,Secondary,Single,0,Crop,4.7,5,False,True,True,59,True,True,38759.42,True,3925494,Trading,False,9.0395,5.4221,37,Yes
F0509,22,Female,Kaduna,Secondary,Single,0,Crop,2.5,6,False,True,False,66,True,True,0.0,False,3025899,Trading,False,7.1724,4.6142,25,No
F0510,34,Male,Kano,Secondary,Single,0,Livestock,2.2,7,True,False,True,26,False,True,64766.11,True,3863025,Trading,False,8.2867,7.6889,24,Yes
F0511,19,Male,Oyo,Secondary,Single,0,Crop,2.5,1,False,False,True,43,False,False,0.0,False,0,Trading,False,9.9493,6.9601,17,No
F0512,23,Male,Oyo,Tertiary,Married,3,Livestock,3.8,6,True,True,True,55,True,False,0.0,False,2549223,Trading,False,7.6713,6.7516,26,No
F0513,28,Female,Benue,Tertiary,Married,3,Mixed,4.2,9,False,False,False,78,True,True,78563.18,True,5723451,Trading,False,7.738,3.1223,32,Yes
F0514,19,Male,Enugu,Primary,Single,0,Crop,1.4,6,True,True,True,63,True,True,65863.98,True,4440654,Trading,True,8.2107,6.2107,48,Yes
F0515,35,Male,Kano,Primary,Married,2,Livestock,4.8,8,True,True,True,62,True,True,49514.77,True,3828024,Trading,True,8.1115,5.9713,43,Yes
F0516,25,Female,Enugu,Secondary,Married,0,Crop,1.6,4,True,True,True,72,True,True,52023.0,True,3613554,Trading,True,9.7163,4.2473,54,Yes
F0517,25,Female,Kaduna,Tertiary,Married,2,Crop,4.6,2,True,False,True,44,False,True,97655.52,True,5166855,Trading,True,8.7433,4.5308,38,Yes
F0518,20,Female,Enugu,Primary,Single,0,Livestock,3.8,6,False,True,True,19,False,True,93413.47,True,3578265,Trading,True,7.574,3.2813,33,Yes
F0519,30,Male,Enugu,Secondary,Married,5,Mixed,3.2,5,False,False,False,60,True,True,99758.86,True,4922136,Trading,False,7.8029,5.8191,34,Yes
F0520,26,Female,Kano,Primary,Married,0,Crop,1.5,9,False,False,True,19,False,True,0.0,False,1890837,Remittances,False,9.6034,6.8743,7,No
F0521,32,Female,Kano,Primary,Single,1,Crop,1.9,9,True,False,True,47,False,True,90200.5,True,3969675,Trading,True,8.4108,3.617,28,Yes
F0522,30,Male,Enugu,Secondary,Married,3,Crop,2.9,3,False,True,True,63,False,True,0.0,False,3966552,Trading,False,7.1658,3.8239,32,No
F0523,22,Female,Benue,Tertiary,Single,0,Crop,4.4,6,True,False,True,66,False,False,0.0,False,2407545,Remittances,False,6.3498,3.1012,26,No
F0524,24,Female,Oyo,Secondary,Single,0,Mixed,3.3,8,False,False,True,48,False,True,61013.72,True,5154183,Remittances,True,8.9698,3.4137,39,Yes
F0525,23,Female,Kano,Secondary,Single,0,Mixed,4.9,4,False,True,False,46,False,True,76239.49,True,5390721,Trading,True,9.6138,3.4864,39,Yes
F0526,24,Male,Kaduna,Primary,Single,0,Livestock,3.4,6,True,False,True,62,False,True,81693.18,True,3553326,Trading,False,7.252,5.5277,25,Yes
F0527,25,Female,Kano,Secondary,Married,3,Crop,1.8,4,False,False,True,82,True,True,46150.42,True,0,Trading,False,6.4081,6.0058,27,No
F0528,28,Male,Benue,Primary,Married,3,Crop,4.9,7,True,True,True,29,False,True,0.0,False,1869993,Trading,False,8.0264,7.4523,12,No
F0529,34,Female,Benue,Tertiary,Married,2,Crop,4.0,2,True,False,True,56,True,True,26154.52,True,4568742,Trading,True,7.5139,7.7256,45,Yes
F0530,19,Male,Enugu,Primary,Single,0,Crop,2.8,5,True,False,True,68,True,True,13669.59,True,4624605,Trading,True,6.0704,4.2569,43,Yes
F0531,21,Male,Enugu,Primary,Married,1,Crop,3.8,6,True,True,False,42,True,True,90634.1,True,4900374,Trading,True,7.9849,7.5014,35,Yes
F0532,22,Female,Kaduna,Primary,Single,0,Mixed,4.1,9,False,False,True,50,False,True,46944.72,True,5811633,Trading,False,6.9857,3.3198,25,No
F0533,30,Male,Enugu,Secondary,Married,1,Livestock,3.8,6,True,True,True,47,False,False,0.0,False,4280400,Trading,False,6.3728,7.689,26,No
F0534,19,Male,Benue,Tertiary,Single,0,Livestock,1.6,1,False,False,True,62,False,True,0.0,False,1985400,Trading,False,8.3524,4.9038,25,No
F0535,24,Female,Enugu,Tertiary,Single,0,Crop,4.3,4,False,False,False,59,True,True,53612.93,True,5017725,Remittances,True,8.8981,4.5049,38,Yes
F0536,25,Male,Enugu,Secondary,Married,5,Crop,2.3,1,False,False,True,45,False,True,26103.57,True,3425139,Trading,True,7.8838,7.0041,22,Yes
F0537,29,Male,Benue,Tertiary,Married,0,Livestock,3.0,3,False,True,True,44,False,True,31685.68,True,3845286,Trading,True,6.1492,4.6029,40,Yes
F0538,31,Male,Oyo,Primary,Single,3,Mixed,1.4,9,True,True,True,86,False,True,69541.91,True,5520420,Trading,True,8.4531,7.0687,41,Yes
F0539,22,Female,Kaduna,Secondary,Single,0,Livestock,1.5,9,False,False,True,38,False,True,16715.19,True,4726197,Trading,True,8.0448,3.966,35,Yes
F0540,35,Female,Oyo,Tertiary,Married,3,Livestock,5.0,2,False,False,False,47,True,True,24767.5,True,4347891,Trading,True,7.2095,6.6219,35,Yes
F0541,19,Male,Benue,Primary,Single,0,Crop,4.4,1,False,False,False,46,True,True,0.0,False,2712735,Trading,False,6.2111,3.9014,7,No
F0542,20,Male,Enugu,Secondary,Married,2,Livestock,3.4,7,False,True,True,68,False,True,62028.54,True,3888702,Trading,True,6.8553,5.859,47,Yes
F0543,31,Female,Kaduna,Primary,Married,4,Crop,3.9,4,True,True,True,83,True,False,0.0,False,1878903,Trading,True,7.5825,5.5739,29,No
F0544,27,Male,Kaduna,Tertiary,Married,0,Livestock,4.4,4,True,True,True,72,True,True,12743.49,True,5456394,Trading,True,9.7641,7.3568,63,Yes
F0545,31,Female,Oyo,Secondary,Married,3,Livestock,3.5,2,False,False,True,72,True,True,62864.52,True,3960315,Trading,False,8.9954,6.0719,31,Yes
F0546,18,Female,Oyo,Secondary,Married,5,Mixed,3.9,4,True,True,True,64,True,True,61948.2,True,4170060,Trading,True,8.8701,4.5827,53,Yes
F0547,18,Male,Kaduna,Secondary,Single,0,Crop,1.6,5,True,False,True,53,False,True,43645.61,True,6368355,Trading,False,6.7822,6.6501,36,Yes
F0548,21,Female,Oyo,Tertiary,Married,3,Crop,2.8,6,True,True,True,64,True,True,92909.36,True,5199957,Trading,False,7.9064,6.9976,44,Yes
F0549,30,Male,Kano,Secondary,Married,2,Crop,4.2,2,True,False,True,67,True,True,0.0,False,900000,Trading,False,7.7511,3.0156,30,No
F0550,28,Female,Kano,Tertiary,Single,0,Livestock,2.7,3,True,True,False,35,False,False,0.0,False,1034433,Trading,True,9.0174,4.6157,28,No
F0551,19,Male,Oyo,Secondary,Married,1,Livestock,4.6,4,False,True,True,81,True,True,73322.66,True,4035753,Trading,True,7.1652,6.0077,50,Yes
F0552,33,Male,Enugu,Primary,Single,1,Crop,3.4,7,True,True,True,75,False,True,91193.88,True,4638555,Trading,False,9.3124,6.9577,37,Yes
F0553,22,Female,Kaduna,Secondary,Married,3,Livestock,2.6,6,True,False,False,44,False,True,28579.84,True,5048739,Trading,True,6.4828,5.555,36,Yes
F0554,32,Female,Oyo,Secondary,Married,4,Mixed,3.9,9,True,True,True,67,True,True,37891.2,True,3639825,Trading,True,9.6125,3.354,42,Yes
F0555,18,Male,Enugu,Secondary,Married,2,Crop,4.8,2,True,False,True,42,False,True,46150.42,True,0,Trading,True,7.5467,7.4011,41,Yes
F0556,24,Male,Oyo,Tertiary,Married,1,Crop,2.1,2,True,False,True,72,False,True,48935.34,True,4573044,Trading,True,8.0164,7.0623,47,Yes
F0557,27,Male,Benue,Secondary,Married,2,Mixed,3.5,1,False,False,True,68,False,True,42585.03,True,3058128,Remittances,False,7.1422,3.7853,35,Yes
F0558,24,Male,Benue,Secondary,Married,3,Crop,4.6,2,False,False,True,44,False,True,65842.12,True,4789584,Trading,False,7.8732,7.4875,36,Yes
F0559,26,Female,Enugu,Tertiary,Married,1,Crop,2.5,2,False,False,True,66,True,True,13213.99,True,3610071,Trading,True,6.7457,3.601,43,Yes
F0560,24,Female,Kano,Tertiary,Single,0,Livestock,3.1,1,False,True,True,70,True,True,0.0,False,2143737,Remittances,False,9.0647,6.6997,35,No
F0561,20,Female,Enugu,Secondary,Single,0,Mixed,1.7,9,True,False,True,72,True,True,69054.56,True,4335552,Trading,True,9.8166,7.2537,55,Yes
F0562,34,Male,Kaduna,Primary,Single,2,Crop,3.2,5,True,False,True,74,True,True,96197.02,True,4205574,Trading,True,8.2479,5.6891,34,Yes
F0563,27,Female,Oyo,Secondary,Married,2,Mixed,4.2,1,False,False,True,61,False,True,70371.75,True,5691555,Trading,False,9.4811,4.9359,27,No
F0564,35,Male,Kano,Secondary,Married,4,Crop,3.6,8,True,True,True,54,True,True,46150.42,False,0,Trading,True,6.9578,5.7147,39,Yes
F0565,30,Male,Kaduna,Secondary,Married,0,Mixed,3.1,2,True,True,True,70,True,True,12799.77,True,3835359,Trading,True,7.8776,7.6647,56,Yes
F0566,33,Female,Oyo,Secondary,Single,1,Crop,3.3,9,False,False,False,76,True,True,41859.6,True,4778874,Trading,False,7.2863,5.8512,34,Yes
F0567,27,Male,Benue,Primary,Married,2,Livestock,4.2,1,True,False,True,39,False,False,0.0,False,4149306,Trading,True,8.1273,7.0061,18,No
F0568,30,Male,Benue,Secondary,Married,1,Crop,1.3,3,True,True,True,51,True,True,46150.42,True,0,Trading,True,7.4427,5.7772,47,Yes
F0569,23,Female,Kaduna,Primary,Married,2,Crop,4.2,3,True,True,True,78,True,True,82739.15,True,4803435,Trading,True,8.4647,4.2173,44,Yes
F0570,22,Female,Oyo,Tertiary,Married,3,Mixed,1.4,6,False,True,True,79,True,True,0.0,False,2815461,Trading,True,6.5892,5.5288,38,Yes
F0571,32,Female,Kaduna,Secondary,Married,3,Livestock,3.5,3,False,False,True,65,True,True,0.0,False,2601171,Trading,False,9.3299,4.3542,31,No
F0572,35,Male,Enugu,Secondary,Married,3,Crop,3.7,7,True,True,True,57,True,True,46827.04,True,5993478,Remittances,True,6.7888,3.942,49,Yes
F0573,19,Male,Enugu,Secondary,Single,0,Livestock,3.9,1,True,False,False,85,True,True,43961.36,True,4571280,Trading,False,7.7998,3.6117,37,Yes
F0574,35,Female,Benue,Primary,Married,0,Crop,2.0,7,True,False,False,53,True,True,63674.18,True,5206311,Remittances,True,8.2732,6.9906,28,Yes
F0575,30,Male,Benue,Secondary,Married,1,Livestock,4.8,1,True,True,True,46,False,True,46024.93,True,5190867,Trading,True,8.7945,5.4576,48,Yes
F0576,19,Female,Oyo,Tertiary,Single,0,Crop,1.9,2,True,False,True,61,True,True,68724.94,True,3881925,Trading,False,8.5526,3.324,45,Yes
F0577,32,Male,Kano,Tertiary,Married,2,Livestock,4.0,6,True,True,True,45,True,True,39173.9,True,4302135,Trading,False,6.9287,6.5935,43,Yes
F0578,22,Female,Kano,Secondary,Married,4,Mixed,4.3,1,True,True,True,52,False,True,48923.2,True,4215060,Trading,False,7.1815,3.2585,38,Yes
F0579,19,Female,Kaduna,Tertiary,Single,0,Livestock,3.0,7,False,True,True,63,False,True,10319.41,True,4658085,Trading,True,8.0166,7.0212,47,Yes
F0580,33,Male,Benue,Secondary,Single,3,Crop,4.0,5,True,True,True,59,False,True,75913.11,True,3677355,Trading,False,7.0268,5.2217,37,Yes
F0581,22,Female,Oyo,Secondary,Single,0,Crop,2.6,5,True,False,True,94,True,True,60892.49,True,5144319,Trading,False,6.7647,6.9748,48,Yes
F0582,18,Male,Enugu,Tertiary,Single,0,Crop,4.3,2,False,True,True,27,False,False,0.0,False,2816181,Trading,True,7.0708,3.2648,25,No
F0583,29,Male,Oyo,Secondary,Single,1,Mixed,4.5,3,True,False,True,49,False,True,67476.29,True,5045166,Trading,False,8.8159,6.7669,33,Yes
F0584,20,Male,Benue,Secondary,Married,3,Crop,3.5,8,True,True,True,27,False,True,0.0,False,3149946,Trading,True,7.7879,7.9256,27,No
F0585,23,Female,Enugu,Primary,Married,2,Crop,5.0,2,False,False,True,25,False,True,87631.69,True,3686760,Remittances,True,9.225,6.7508,28,Yes
F0586,29,Male,Enugu,Secondary,Single,1,Livestock,3.7,7,True,True,False,80,True,True,0.0,False,2722545,Trading,True,9.1841,5.7133,38,Yes
F0587,23,Male,Oyo,Primary,Married,0,Mixed,1.8,8,True,True,True,99,True,True,40828.53,True,3737295,Trading,True,9.558,6.452,49,Yes
F0588,18,Male,Oyo,Primary,Married,4,Crop,2.7,1,False,False,False,33,False,True,10715.88,True,4910580,Remittances,True,7.0631,5.5749,28,No
F0589,31,Male,Enugu,Secondary,Married,5,Livestock,3.8,8,True,True,False,58,True,True,0.0,False,2589624,Trading,False,8.679,7.7061,27,No
F0590,35,Female,Benue,Secondary,Married,3,Mixed,1.7,1,False,False,False,85,False,True,81043.85,True,3645324,Trading,True,8.5356,6.2164,33,Yes
F0591,33,Female,Oyo,Secondary,Married,2,Crop,3.0,4,False,True,False,26,True,True,0.0,False,2771100,Trading,False,8.1161,4.9105,19,No
F0592,33,Male,Enugu,Secondary,Single,0,Livestock,1.4,4,True,False,True,71,False,True,82660.35,True,6764625,Trading,False,9.5899,3.2658,40,Yes
F0593,35,Male,Kano,Secondary,Single,1,Livestock,3.5,6,False,False,True,69,True,True,67733.87,True,3149100,Trading,False,6.9173,3.7942,30,Yes
F0594,25,Male,Kano,Secondary,Single,0,Livestock,1.1,9,True,True,True,55,True,True,0.0,False,3248082,Trading,True,8.9381,5.4744,39,Yes
F0595,30,Female,Enugu,Tertiary,Single,1,Mixed,1.8,9,False,False,True,62,True,True,88659.95,True,5573223,Trading,True,7.8475,6.198,47,Yes
F0596,35,Male,Kano,Secondary,Married,2,Livestock,2.4,5,False,False,True,64,True,True,74780.85,True,3324123,Trading,False,7.2096,4.1937,42,Yes
F0597,25,Female,Kaduna,Primary,Married,2,Mixed,3.6,5,True,False,True,69,True,False,0.0,False,2232684,Trading,False,9.2423,6.2414,25,No
F0598,28,Male,Oyo,Tertiary,Married,5,Livestock,4.1,5,True,False,False,60,True,True,95509.69,True,4869063,Trading,False,6.7308,3.6161,36,Yes
F0599,25,Female,Enugu,Secondary,Married,2,Crop,2.5,7,False,True,True,49,False,True,0.0,False,1821132,Trading,False,6.4032,3.7026,28,No
F0600,20,Male,Kaduna,Secondary,Married,4,Mixed,2.0,2,False,True,True,51,True,True,0.0,False,1053531,Trading,True,8.0569,7.2603,28,No
F0601,25,Female,Benue,Primary,Single,0,Mixed,3.5,1,True,False,False,72,True,True,41916.44,True,3997647,Trading,False,7.0548,3.6331,34,Yes
F0602,34,Male,Kaduna,Primary,Single,0,Crop,3.5,4,False,False,True,38,True,False,0.0,False,3705624,Trading,False,7.9696,7.7576,13,No
F0603,23,Male,Oyo,Secondary,Married,2,Crop,4.0,1,True,False,True,61,True,True,84201.54,True,5712561,Trading,False,6.6952,4.1128,47,Yes
F0604,30,Male,Oyo,Secondary,Married,1,Crop,4.1,2,True,True,False,59,True,False,0.0,False,1911681,Trading,True,6.6455,6.357,27,No
F0605,20,Male,Benue,Secondary,Single,0,Livestock,2.7,3,False,True,False,31,False,True,95733.71,True,3972699,Trading,True,8.9731,5.2814,27,No
F0606,32,Female,Kano,Secondary,Married,3,Livestock,2.6,2,False,False,True,69,True,True,0.0,False,992538,Trading,True,7.423,7.2114,19,No
F0607,35,Male,Enugu,Secondary,Married,1,Crop,1.6,3,False,False,True,99,True,True,0.0,False,1564209,Trading,True,6.1793,7.7875,27,No
F0608,26,Female,Kano,Tertiary,Married,4,Crop,4.1,8,False,False,True,23,False,True,24682.59,True,4900248,Trading,False,9.1019,4.6206,31,Yes
F0609,19,Female,Benue,Primary,Single,0,Mixed,3.4,8,True,True,False,34,False,True,45535.69,True,5188950,Trading,False,7.8517,3.843,26,No
F0610,26,Female,Benue,Secondary,Single,0,Livestock,4.7,8,True,False,True,42,False,True,69289.99,True,4277349,Trading,False,6.6663,3.2446,28,Yes
F0611,32,Female,Kano,Secondary,Single,2,Crop,3.8,5,True,False,False,60,True,True,74503.89,True,5061843,Trading,False,6.539,7.8258,39,Yes
F0612,19,Male,Enugu,Secondary,Married,0,Crop,1.0,1,True,False,True,71,False,True,0.0,False,2787372,Trading,False,6.4429,4.5251,25,No
F0613,35,Female,Oyo,Secondary,Single,1,Livestock,1.7,6,True,True,True,66,False,True,18081.75,True,3855591,Trading,False,7.4701,6.5254,46,Yes
F0614,19,Female,Kano,Secondary,Single,0,Crop,3.2,7,True,False,True,35,False,True,22586.91,True,3971853,Trading,True,8.5179,5.5244,38,Yes
F0615,19,Male,Oyo,Primary,Single,0,Crop,4.9,7,False,True,True,45,False,True,85873.91,True,5039982,Trading,False,8.5035,6.5025,25,No
F0616,31,Female,Kaduna,Primary,Married,1,Livestock,2.4,3,True,False,True,73,False,False,0.0,False,1959705,Trading,False,9.2181,7.5559,15,No
F0617,22,Male,Benue,Primary,Married,1,Mixed,4.5,8,False,False,True,85,False,True,0.0,False,3926727,Trading,False,9.6048,7.154,16,No
F0618,30,Male,Kaduna,Tertiary,Married,3,Crop,2.9,9,False,False,True,21,False,True,0.0,False,3531852,Trading,False,7.557,7.0246,19,No
F0619,26,Male,Oyo,Tertiary,Married,3,Crop,3.8,4,True,True,True,48,False,False,0.0,False,1715085,Trading,False,6.7728,3.158,19,No
F0620,23,Male,Oyo,Tertiary,Single,0,Livestock,4.3,8,False,False,True,44,False,True,42888.33,True,5271147,Trading,False,9.9798,5.3368,31,Yes
F0621,35,Female,Benue,Secondary,Single,1,Mixed,4.9,3,True,True,True,92,True,True,37422.67,True,5700546,Trading,True,8.8859,4.6348,54,Yes
F0622,23,Male,Kano,Secondary,Married,1,Crop,3.9,1,False,False,True,43,False,True,77710.96,True,5325003,Trading,True,8.705,6.2044,40,Yes
F0623,23,Female,Benue,Primary,Married,0,Livestock,3.9,6,False,False,True,39,True,True,46150.42,True,5076567,Remittances,False,8.0543,3.8872,31,Yes
F0624,18,Female,Oyo,Secondary,Single,0,Livestock,4.1,3,False,True,False,46,True,True,66032.06,True,4380732,Remittances,False,6.1772,4.603,40,Yes
F0625,30,Male,Kaduna,Secondary,Married,2,Crop,1.1,5,False,True,True,73,True,True,0.0,False,3845682,Trading,True,6.8374,6.4009,41,Yes
F0626,21,Female,Benue,Primary,Single,0,Crop,1.4,4,True,True,True,75,True,True,63341.03,True,3934359,Trading,True,6.3876,4.4525,42,Yes
F0627,35,Female,Kano,Secondary,Married,2,Crop,2.7,5,True,False,True,69,True,True,25834.89,True,4114953,Trading,True,8.245,3.629,56,Yes
F0628,20,Male,Oyo,Tertiary,Single,0,Livestock,1.6,3,True,False,False,66,True,False,0.0,False,1081431,Trading,True,7.9023,7.2835,29,No
F0629,25,Male,Enugu,Tertiary,Married,2,Crop,4.8,8,False,False,True,66,True,True,0.0,False,2165535,Trading,True,6.341,5.6731,35,No
F0630,28,Male,Enugu,Tertiary,Single,0,Crop,4.7,8,True,False,True,38,False,True,39046.26,True,2868039,Trading,True,7.0244,4.1122,40,Yes
F0631,29,Male,Kaduna,Tertiary,Single,1,Livestock,2.6,1,False,False,True,53,True,True,44577.02,True,5485428,Trading,False,7.8727,7.0506,32,Yes
F0632,29,Female,Oyo,Secondary,Married,0,Crop,2.0,3,False,False,True,57,False,True,66498.14,True,5146254,Trading,False,6.623,3.6404,28,No
F0633,24,Female,Kaduna,Primary,Single,0,Livestock,3.5,4,True,True,False,41,False,True,29727.98,True,3468834,Trading,False,6.0461,5.585,20,No
F0634,35,Male,Kano,Secondary,Single,2,Livestock,3.8,6,False,True,True,54,True,True,84427.92,True,5315247,Trading,False,8.2858,7.9305,29,Yes
F0635,19,Female,Oyo,Secondary,Single,0,Mixed,4.9,1,False,True,False,47,False,False,0.0,False,3314601,Trading,False,8.8268,6.0804,7,No
F0636,34,Male,Kano,Tertiary,Married,5,Mixed,4.0,7,True,False,True,43,False,True,42699.95,True,5268573,Trading,True,9.3716,4.351,39,Yes
F0637,30,Male,Benue,Secondary,Single,0,Crop,1.6,4,False,True,False,73,True,False,0.0,False,2261484,Remittances,False,9.7964,4.6455,30,No
F0638,26,Female,Kaduna,Secondary,Single,0,Crop,2.0,2,False,False,True,73,True,False,0.0,False,2038473,Remittances,False,8.2648,4.3095,31,No
F0639,19,Male,Enugu,Primary,Single,0,Crop,1.5,8,True,False,True,73,False,True,0.0,False,2470257,Trading,True,8.1038,3.3252,28,No
F0640,21,Male,Benue,Primary,Married,1,Livestock,4.1,4,True,True,True,25,False,True,59119.94,True,4199274,Trading,False,9.6261,7.1096,34,Yes
F0641,21,Male,Benue,Primary,Married,1,Mixed,4.3,3,True,True,True,53,True,True,70526.02,True,4312341,Trading,True,7.8227,4.655,38,Yes
F0642,31,Female,Kaduna,Secondary,Married,3,Crop,3.5,2,True,False,True,60,True,True,14242.54,True,5041296,Trading,True,6.9798,6.6534,45,Yes
F0643,26,Female,Oyo,Tertiary,Married,0,Mixed,2.4,8,False,False,False,55,True,True,66409.25,True,4740345,Trading,True,7.1116,5.5103,37,Yes
F0644,34,Male,Benue,Secondary,Married,1,Mixed,4.0,2,True,True,True,59,False,True,15438.76,True,4881987,Trading,False,7.1957,6.6807,35,Yes
F0645,19,Female,Benue,Secondary,Married,5,Crop,3.0,8,False,True,False,53,False,True,57761.93,True,3856140,Remittances,True,8.4183,5.0194,23,No
F0646,19,Male,Benue,Secondary,Single,0,Livestock,2.8,7,True,True,False,62,True,True,81713.09,True,5165460,Trading,True,6.4017,7.243,49,Yes
F0647,31,Female,Enugu,Primary,Married,0,Mixed,3.0,2,False,True,True,17,False,True,55660.92,True,4607955,Trading,False,7.3437,4.3033,30,Yes
F0648,30,Male,Oyo,Tertiary,Single,1,Mixed,1.8,4,True,True,True,61,False,True,0.0,False,2601999,Trading,False,9.9008,7.832,36,No
F0649,30,Male,Kano,Primary,Married,0,Crop,4.6,7,True,True,True,43,False,True,75192.12,True,4626054,Trading,True,7.4279,5.7525,36,Yes
F0650,30,Female,Benue,Secondary,Married,4,Livestock,2.0,1,True,False,True,30,True,True,73175.03,True,3766221,Trading,True,7.3729,7.0834,44,Yes
F0651,31,Female,Kano,Tertiary,Married,1,Mixed,4.7,8,False,False,True,53,False,True,35905.09,True,4770594,Trading,True,6.8754,5.5178,41,Yes
F0652,33,Female,Kano,Tertiary,Married,2,Crop,3.0,4,False,False,True,45,False,True,0.0,False,2958831,Remittances,True,8.7268,5.3276,24,No
F0653,26,Female,Kano,Primary,Married,0,Crop,2.7,6,True,False,True,73,True,False,0.0,False,1839852,Trading,False,9.3746,5.9742,23,No
F0654,25,Male,Benue,Secondary,Married,1,Mixed,2.9,3,True,True,True,82,True,False,0.0,False,1492641,Trading,True,9.7396,7.9455,48,Yes
F0655,35,Female,Kano,Secondary,Married,3,Mixed,4.9,8,False,True,True,24,False,False,0.0,False,2430738,Trading,False,9.9433,4.2817,20,No
F0656,26,Female,Oyo,Secondary,Married,2,Crop,2.0,9,True,False,True,45,False,False,0.0,False,1545894,Trading,True,8.6462,5.2992,13,No
F0657,29,Female,Kaduna,Secondary,Married,3,Crop,3.9,7,True,True,True,54,True,True,15973.86,True,5425992,Trading,True,6.0367,6.8106,44,Yes
F0658,24,Male,Enugu,Secondary,Single,0,Crop,2.5,5,False,True,False,79,True,True,0.0,False,1419948,Trading,False,6.2345,3.7484,24,No
F0659,19,Male,Kaduna,Primary,Married,1,Livestock,3.0,9,True,False,True,74,True,False,0.0,False,1898883,Trading,False,9.6216,4.7659,22,No
F0660,27,Female,Kaduna,Primary,Married,3,Livestock,3.4,4,False,True,True,59,True,False,0.0,False,2011680,Trading,True,7.9642,7.6093,21,No
F0661,18,Female,Oyo,Secondary,Single,0,Livestock,3.8,3,True,False,True,45,False,True,0.0,False,900000,Trading,False,8.2981,6.7135,21,No
F0662,20,Male,Kano,Secondary,Single,0,Crop,4.7,2,True,False,True,56,True,True,91367.35,True,4862322,Trading,True,8.7166,3.4758,47,Yes
F0663,19,Female,Kano,Secondary,Married,1,Livestock,2.9,2,False,True,False,63,True,False,0.0,False,2799216,Trading,True,9.4253,6.5083,38,No
F0664,29,Female,Kaduna,Secondary,Single,2,Livestock,2.0,7,False,True,False,60,True,True,67962.09,True,4439223,Trading,True,6.0024,7.3269,40,Yes
F0665,34,Female,Enugu,Primary,Married,1,Crop,4.7,5,True,True,True,47,False,True,44802.23,True,3704301,Trading,True,6.8186,3.325,34,Yes
F0666,24,Male,Oyo,Secondary,Single,0,Livestock,3.9,4,True,True,True,79,True,False,0.0,False,3282768,Trading,True,6.9819,3.8178,35,Yes
F0667,20,Male,Benue,Primary,Single,0,Livestock,4.8,4,True,True,True,48,False,True,73543.69,True,4505337,Trading,False,6.1018,6.541,29,Yes
F0668,31,Female,Kano,Primary,Married,1,Mixed,4.8,7,False,True,True,48,True,True,98255.01,True,4514202,Trading,False,8.9398,4.2668,31,Yes
F0669,23,Female,Oyo,Secondary,Married,3,Crop,3.8,8,True,True,True,35,False,True,68003.02,True,4691205,Remittances,True,6.397,7.264,52,Yes
F0670,35,Female,Benue,Secondary,Married,3,Crop,1.7,3,False,True,True,53,True,True,0.0,False,2499705,Trading,False,8.4323,3.5407,30,No
F0671,19,Male,Benue,Primary,Single,0,Crop,5.0,7,True,False,True,68,True,True,42391.71,True,2883348,Trading,True,6.7202,5.783,37,Yes
F0672,18,Female,Enugu,Tertiary,Single,0,Crop,2.9,3,True,False,True,70,True,True,66372.9,True,5563098,Trading,False,7.103,3.2549,48,Yes
